a,p,p,a,r,e,n,t, ,a,p,p,a,r,e,n,t, ,a,c,t,i,v,e, ,c,t,i,m,e, ,t
279185.14083899284,8623.22688,276459.72580732196,Wed Jun 20 16:52:56 2018,1529506376.0670652
71.3373024178538,71.51616,54.891256105973625,Wed Jun 20 16:52:56 2018,1529506376.167316
71.36938182473656,71.51616,54.91593995130064,Wed Jun 20 16:52:56 2018,1529506376.2675216
71.37226868834766,71.51616,54.44061205109785,Wed Jun 20 16:52:56 2018,1529506376.3677232
70.9960929580872,71.14752,54.43426555733588,Wed Jun 20 16:52:56 2018,1529506376.4679365
71.00065375663934,71.14752,53.9602381900994,Wed Jun 20 16:52:56 2018,1529506376.5681434
71.0013294803352,71.14752,54.438280514085854,Wed Jun 20 16:52:56 2018,1529506376.6683493
70.62756543077447,70.77888,53.47876951449364,Wed Jun 20 16:52:56 2018,1529506376.7685635
70.63428724033226,70.77888,53.96139368582666,Wed Jun 20 16:52:56 2018,1529506376.8687682
70.63243861516061,70.77888,53.482459460522485,Wed Jun 20 16:52:56 2018,1529506376.9689755
70.24166552253013,70.41023999999999,53.465032124331586,Wed Jun 20 16:52:57 2018,1529506377.0692155
70.25302799991435,70.41023999999999,53.47368076917565,Wed Jun 20 16:52:57 2018,1529506377.1694393
70.25302799991435,70.41023999999999,52.99623719087945,Wed Jun 20 16:52:57 2018,1529506377.269663
70.2610507856995,70.41023999999999,53.47978737978259,Wed Jun 20 16:52:57 2018,1529506377.3698754
69.88039026027717,70.04159999999999,52.99258139118835,Wed Jun 20 16:52:57 2018,1529506377.4701061
69.8837149057277,70.04159999999999,52.51766922181466,Wed Jun 20 16:52:57 2018,1529506377.570332
69.87989159074313,70.04159999999999,52.99220323380011,Wed Jun 20 16:52:57 2018,1529506377.6705635
69.4954066377425,69.67296,52.502182515488634,Wed Jun 20 16:52:57 2018,1529506377.770819
69.8765673090545,70.04159999999999,52.51229779703678,Wed Jun 20 16:52:57 2018,1529506377.8710551
69.49689407905483,69.67296,52.50330624321452,Wed Jun 20 16:52:57 2018,1529506377.9713085
69.51755957157539,69.67296,52.518918547862825,Wed Jun 20 16:52:58 2018,1529506378.071532
69.51557515101575,69.67296,52.03998827861268,Wed Jun 20 16:52:58 2018,1529506378.1717584
69.15253837704203,69.30431999999999,52.043578515486345,Wed Jun 20 16:52:58 2018,1529506378.271978
69.15401901149065,69.30431999999999,52.04469282765748,Wed Jun 20 16:52:58 2018,1529506378.3721952
69.1489193152938,69.30431999999999,52.0408548421597,Wed Jun 20 16:52:58 2018,1529506378.47242
69.51540978774969,69.67296,52.039864486176114,Wed Jun 20 16:52:58 2018,1529506378.5726466
69.14957729834502,69.30431999999999,51.563906455990804,Wed Jun 20 16:52:58 2018,1529506378.6728704
68.78012421332178,68.93567999999999,51.562679850797494,Wed Jun 20 16:52:58 2018,1529506378.7730966
68.7873240074512,68.93567999999999,51.56807735020495,Wed Jun 20 16:52:58 2018,1529506378.8733122
69.14908380988267,69.30431999999999,52.040978639308044,Wed Jun 20 16:52:58 2018,1529506378.9735367
68.78012421332178,68.93567999999999,51.085247629956775,Wed Jun 20 16:52:59 2018,1529506379.073763
68.78012421332178,68.93567999999999,51.562679850797494,Wed Jun 20 16:52:59 2018,1529506379.173989
68.78503300036874,68.93567999999999,51.566359841461264,Wed Jun 20 16:52:59 2018,1529506379.274208
68.78126953429819,68.93567999999999,51.086098297302385,Wed Jun 20 16:52:59 2018,1529506379.3744326
68.4163847947587,68.56703999999999,51.08828585771421,Wed Jun 20 16:52:59 2018,1529506379.4746528
68.78405118690631,68.93567999999999,51.08816432166525,Wed Jun 20 16:52:59 2018,1529506379.5748732
68.41687307515862,68.56703999999999,51.08865046933063,Wed Jun 20 16:52:59 2018,1529506379.6750927
68.41329251406727,68.56703999999999,51.08597677166136,Wed Jun 20 16:52:59 2018,1529506379.7753174
68.41475724376016,68.56703999999999,50.609621266018976,Wed Jun 20 16:52:59 2018,1529506379.87554
68.41996567954854,68.56703999999999,50.613474191517184,Wed Jun 20 16:52:59 2018,1529506379.975755
68.05017364672744,68.19839999999999,51.08950125000856,Wed Jun 20 16:53:00 2018,1529506380.0759728
68.41719859929725,68.56703999999999,50.61142725180458,Wed Jun 20 16:53:00 2018,1529506380.1761918
68.41540825486726,68.56703999999999,50.61010284962604,Wed Jun 20 16:53:00 2018,1529506380.2764134
68.41752412653355,68.56703999999999,50.61166805964787,Wed Jun 20 16:53:00 2018,1529506380.376632
68.04661221735346,68.19839999999999,51.08682746329056,Wed Jun 20 16:53:00 2018,1529506380.476855
68.41573376506692,68.56703999999999,50.13288757274515,Wed Jun 20 16:53:00 2018,1529506380.5770762
68.04693596825608,68.19839999999999,50.609621266018976,Wed Jun 20 16:53:00 2018,1529506380.6772988
68.0453172445489,68.19839999999999,50.13097944759667,Wed Jun 20 16:53:00 2018,1529506380.7775238
67.67830969625257,67.82976,50.13157572110219,Wed Jun 20 16:53:00 2018,1529506380.8777475
68.04952608638557,68.19839999999999,50.61154765543978,Wed Jun 20 16:53:00 2018,1529506380.9779663
68.04337487775521,68.19839999999999,50.12954844905398,Wed Jun 20 16:53:01 2018,1529506381.0781941
68.0273545818757,68.19839999999999,50.595057692590224,Wed Jun 20 16:53:01 2018,1529506381.1784456
68.4126415432243,68.56703999999999,50.13062169030181,Wed Jun 20 16:53:01 2018,1529506381.2786713
68.05357354072939,68.19839999999999,50.13706210296368,Wed Jun 20 16:53:01 2018,1529506381.378884
