1521217071.917785,0.00024700164794921875,795311.2945044,360.71594999999996
1521217072.918985,1.0011999607086182,0.0,0.0
1521217073.920104,1.0011191368103027,0.0,0.0
1521217074.921227,1.0011229515075684,0.0,0.0
1521217075.922355,1.0011279582977295,795496.6895004,8.895852
1521217076.923471,1.0011160373687744,795501.00432,15.766632
1521217077.924581,1.0011100769042969,795500.1508391999,7.051589999999999
1521217078.925686,1.0011048316955566,795499.107696,8.208774
1521217079.926793,1.0011072158813477,795486.4477307999,27.157662
1521217080.927928,1.0011348724365234,795479.904378,40.067496
1521217081.929048,1.0011200904846191,795479.8095468,40.212143999999995
1521217082.930134,1.0010859966278076,795488.4391859999,29.074247999999997
1521217083.931232,1.0010979175567627,795495.9782664,13.596912
1521217084.93231,1.0010781288146973,795495.8360195999,13.994693999999999
1521217085.93341,1.0010998249053955,795493.0384992,16.489872
1521217086.934517,1.0011069774627686,795480.7578588,38.476368
1521217087.935622,1.0011050701141357,795480.7104432,38.837987999999996
1521217088.936734,1.0011119842529297,795479.9992092,39.7782
1521217089.937848,1.0011141300201416,795480.1414559999,39.886686
1521217090.938955,1.0011069774627686,795479.6198844,40.82689799999999
1521217091.940064,1.0011088848114014,795479.904378,40.284468
1521217092.941178,1.0011141300201416,795479.430222,41.22468
1521217093.942296,1.0011179447174072,795479.6673,40.754574
1521217094.943422,1.0011260509490967,795479.4776375999,41.22468
1521217095.94451,1.0010879039764404,795479.3828064,41.152356
1521217096.945603,1.0010929107666016,795479.5724688,41.152356
1521217097.946679,1.0010762214660645,795479.2405596001,41.550138
1521217098.947748,1.0010688304901123,795479.5250532,41.188517999999995
1521217099.948847,1.0010991096496582,795479.0983127999,41.947919999999996
1521217101.64362,0.0004611015319824219,795463.783074,70.19044199999999
1521217102.644789,1.001168966293335,0.0,41.04387
1521217103.645893,1.0011041164398193,0.0,42.164891999999995
1521217104.646997,1.0011038780212402,0.0,41.477813999999995
1521217105.648104,1.0011069774627686,0.0,42.164891999999995
1521217106.64926,1.0011560916900635,0.0,42.020244
1521217107.650365,1.0011050701141357,0.0,41.550138
1521217108.651471,1.001105785369873,0.0,42.454187999999995
1521217109.652573,1.0011022090911865,0.0,41.40549
1521217110.653677,1.0011038780212402,0.0,42.418026
1521217111.654788,1.0011110305786133,0.0,41.441652
1521217112.655898,1.0011100769042969,0.0,42.30954
1521217113.657,1.0011019706726074,0.0,41.658624
1521217114.65811,1.0011098384857178,0.0,42.201054
1521217115.659291,1.0011811256408691,0.0,42.201054
1521217116.66041,1.0011188983917236,0.0,41.5863
1521217117.661525,1.001115083694458,0.0,42.381864
1521217118.662632,1.0011069774627686,0.0,41.369328
1521217119.66374,1.001107931137085,0.0,42.418026
1521217133.149705,0.0005459785461425781,795501.5733072,564.0187139999999
1521217134.15095,1.0012450218200684,795479.3828064,42.056406
1521217135.152133,1.001183032989502,795479.2405596001,41.984082
1521217136.153247,1.0011141300201416,795479.4776375999,41.839434
1521217137.154371,1.0011239051818848,795479.193144,42.12873
1521217242.326565,0.0011439323425292969,793156.1132376,4424.637672
1521217243.327741,1.001175880432129,795479.1457284,42.598836
1521217244.328846,1.0011050701141357,795479.5250532,41.875595999999994
1521217245.329955,1.0011091232299805,795479.5724688,42.201054
1521217246.331063,1.001107931137085,795479.3828064,42.056406
1521217247.332167,1.0011038780212402,795479.6673,41.875595999999994
1521217248.333272,1.0011050701141357,795479.2879752,42.30954
1521217249.334392,1.0011200904846191,795479.7621311999,41.622462
1521217250.335503,1.0011110305786133,795479.1457284,42.598836
1521217251.336615,1.0011119842529297,795479.8095468,41.550138
1521217252.337749,1.001133918762207,795479.2879752,42.634998
1521217253.338868,1.0011188983917236,795479.4776375999,41.911758
1521217254.339987,1.0011191368103027,795479.6198844,42.020244
1521217255.341103,1.0011160373687744,795479.3353908,42.237216
1521217256.342236,1.0011329650878906,795479.7621311999,41.694786
1521217257.34335,1.0011138916015625,795479.193144,42.381864
